Fid,lat,lng,road_desc,zip,timeStamp,twp,addr,outcome_of_incident,traffic_status,traffic_occured_by,area_accident_occured,Label
10.42.0.1-10.42.0.42-53-3226-17,40.2469315,-75.6439204,CHESTNUT ST & N FRANKLIN ST; POTTSTOWN; 2022-12-10 @ 21:24:47-Station:STA69;,19464,10-12-22 21:24,POTTSTOWN,CHESTNUT ST & N FRANKLIN ST,Minor Injury,Medium,Collision with pedestrians,Office areas,0
10.42.0.151-123.125.115.190-41314-80-6,40.230284,-75.3540007,BUSTARD RD & KRIEBEL RD; TOWAMENCIN; 2022-12-10 @ 21:31:19;,19438,10-12-22 21:31,TOWAMENCIN,BUSTARD RD & KRIEBEL RD,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.1-10.42.0.42-53-10096-17,40.085487,-75.0977084,FOX CHASE RD & LOS ANGELES AVE; ROCKLEDGE; 2022-12-10 @ 21:36:01-Station:STA9;,19046,10-12-22 21:36,ROCKLEDGE,FOX CHASE RD & LOS ANGELES AVE,Minor Injury,High,Vehicle with vehicle collision,Other,0
202.77.129.161-10.42.0.42-80-44532-6,40.2344178,-75.3513217,BUSTARD RD & OLD MORRIS RD; TOWAMENCIN; 2022-12-10 @ 21:31:19;,19438,10-12-22 21:31,TOWAMENCIN,BUSTARD RD & OLD MORRIS RD,Death,High,Collision with roadside objects,Residential areas,1
10.42.0.42-14.29.93.243-56301-80-6,40.0830785,-75.1011171,SHELMIRE ST & CEDAR RD; ABINGTON; 2022-12-10 @ 21:47:14;,19027,10-12-22 21:47,ABINGTON,SHELMIRE ST & CEDAR RD,Greviously Injured,Medium,Vehicle with vehicle collision, Church areas,2
172.217.6.238-10.42.0.211-443-44606-6,40.2763043,-75.5650236,SWAMP PIKE & SANATOGA RD; NEW HANOVER; 2022-12-10 @ 21:56:14;,19525,10-12-22 21:56,NEW HANOVER,SWAMP PIKE & SANATOGA RD,Minor Injury,High,Vehicle with vehicle collision, Church areas,0
10.42.0.42-64.71.142.120-52446-80-6,40.0953195,-75.1934818,CHELTENHAM AVE & DELPHINE RD; SPRINGFIELD; 2022-12-10 @ 21:58:11;,19038,10-12-22 21:58,SPRINGFIELD,CHELTENHAM AVE & DELPHINE RD,Greviously Injured,High,Collision with pedestrians,Residential areas,2
10.42.0.211-10.42.0.1-7592-53-17,40.1514759,-75.3966243,MARK LN & IVY CIR;  LOWER PROVIDENCE; Station 322; 2022-12-10 @ 22:03:14;,19403,10-12-22 22:03,LOWER PROVIDENCE,MARK LN & IVY CIR,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
172.217.10.142-10.42.0.42-443-35835-6,40.127611,-75.3799147,HEMLOCK RD & SHIRLEY LN;  WEST NORRITON; Station 308B; 2022-12-10 @ 22:24:21;,19403,10-12-22 22:24,WEST NORRITON,HEMLOCK RD & SHIRLEY LN,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-64.71.142.124-41915-443-6,40.284455,-75.574528,CEDAR LN & WILLOW LN;  NEW HANOVER; Station 332; 2022-12-10 @ 22:22:38;,19525,10-12-22 22:22,NEW HANOVER,CEDAR LN & WILLOW LN,Minor Injury,High,Collision with pedestrians,Residential areas,0
172.217.6.228-10.42.0.211-443-49133-6,40.1201276,-75.3501929,GEORGE ST & HAWS ALY;  NORRISTOWN; Station 308A; 2022-12-10 @ 22:29:17;,19401,10-12-22 22:29,NORRISTOWN,GEORGE ST & HAWS ALY,Death,Medium,Collision with pedestrians, Church areas,1
180.149.136.194-10.42.0.211-443-35866-6,40.1508958,-75.1274376,FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; Station 381; 2022-12-10 @ 22:27:24;,19090,10-12-22 22:27,UPPER MORELAND,FITZWATERTOWN RD & BARTRAM RD,Minor Injury,High,Collision with pedestrians,Other,0
10.42.0.211-123.125.29.138-35716-80-6,40.1825726,-75.5406694,ADAMS ST & WALNUT ST; ROYERSFORD; 2022-12-10 @ 22:35:51-Station:STA98;,19468,10-12-22 22:35,ROYERSFORD,ADAMS ST & WALNUT ST,Death,Medium,Collision with roadside objects,Office areas,1
10.42.0.211-104.88.89.135-34966-443-6,40.060048,-75.097217,ASHBOURNE RD & ROWLAND AVE; CHELTENHAM; 2022-12-10 @ 22:41:53;,19012,10-12-22 22:41,CHELTENHAM,ASHBOURNE RD & ROWLAND AVE,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
172.217.9.238-10.42.0.211-443-32870-6,40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2022-12-10 @ 22:54:53;,19464,10-12-22 22:54,POTTSTOWN,HIGH ST & S FRANKLIN ST,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-31.13.80.52-37917-443-6,40.1388986,-75.1514572,BURN BRAE DR & DUNDEE DR; UPPER DUBLIN; 2022-12-10 @ 22:52:55-Station:STA88;,19025,10-12-22 22:52,UPPER DUBLIN,BURN BRAE DR & DUNDEE DR,Minor Injury,High,Vehicle with vehicle collision,,0
172.217.10.234-10.42.0.151-443-37957-6,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2022-12-10 @ 22:55:35;,19403,10-12-22 22:55,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Death,Medium,Vehicle with vehicle collision,Residential areas,1
175.100.207.231-10.42.0.42-443-54986-6,39.9997391,-75.2557489,HEATH RD & ZOLLINGER WAY; LOWER MERION; 2022-12-10 @ 23:01:58-Station:STA26;,19066,10-12-22 23:01,LOWER MERION,HEATH RD & ZOLLINGER WAY,Greviously Injured,High,Vehicle with vehicle collision, Church areas,2
209.10.120.26-10.42.0.211-80-56918-6,40.0177675,-75.2300543,BELMONT AVE & OVERHILL RD; LOWER MERION; 2022-12-10 @ 23:02:27;,19004,10-12-22 23:02,LOWER MERION,BELMONT AVE & OVERHILL RD,Death,High,Vehicle with vehicle collision,Other,1
216.58.219.202-10.42.0.151-443-56272-6,40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2022-12-10 @ 23:10:34;,19464,10-12-22 23:10,POTTSTOWN,HIGH ST & S FRANKLIN ST,Minor Injury,Medium,Collision with pedestrians,Other,0
10.42.0.151-95.213.11.133-44545-80-6,40.0809133,-75.2026651,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2022-12-10 @ 23:06:39;,19038,10-12-22 23:06,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,Greviously Injured,High,Collision with roadside objects,Residential areas,2
172.217.6.238-10.42.0.211-443-45270-6,40.0878981,-75.2629699,RIDGE PIKE & OAKWYN RD;  WHITEMARSH; Station 318; 2022-12-10 @ 23:16:10;,19444,10-12-22 23:16,WHITEMARSH,RIDGE PIKE & OAKWYN RD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
172.217.10.42-10.42.0.42-443-39789-6,40.0975908,-75.2525369,BARBERRY DR & PHEASANT LN;  WHITEMARSH; Station 318; 2022-12-10 @ 23:32:46;,19444,10-12-22 23:32,WHITEMARSH,BARBERRY DR & PHEASANT LN,Death,Medium,Vehicle with vehicle collision, Industrial areas,1
180.76.151.150-10.42.0.42-80-53951-6,40.2451166,-75.6460071,HIGH ST & S EVANS ST; POTTSTOWN; 2022-12-10 @ 23:45:50;,19464,10-12-22 23:45,POTTSTOWN,HIGH ST & S EVANS ST,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
172.217.6.196-10.42.0.42-443-35076-6,40.1550603,-75.1022513,DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; Station 381; 2022-12-10 @ 23:58:13;,19040,10-12-22 23:58,UPPER MORELAND,DAVISVILLE RD & PENNYPACK RD,Death,High,Vehicle with vehicle collision,Office areas,1
183.79.250.123-10.42.0.211-443-35990-6,40.0837614,-75.1422046,WASHINGTON LN & W CHURCH RD;  CHELTENHAM; Station 358A; 2022-12-11 @ 00:01:29;,19095,11-12-22 0:01,CHELTENHAM,WASHINGTON LN & W CHURCH RD,Greviously Injured,Medium,With Train,Other,2
205.185.216.42-10.42.0.151-80-57376-6,40.1191612,-75.3423774,OAK ST & MAPLE ALY;  NORRISTOWN; Station 308A; 2022-12-11 @ 00:36:02;,19401,11-12-22 0:36,NORRISTOWN,OAK ST & MAPLE ALY,Minor Injury,High,Vehicle with vehicle collision, Church areas,0
10.42.0.211-10.42.0.1-31194-53-17,40.088204,-75.326639,RIVER RD & 3RD ST;  UPPER MERION; Station 317; 2022-12-11 @ 00:55:01;,19406,11-12-22 0:55,UPPER MERION,RIVER RD & 3RD ST,Greviously Injured,High,Vehicle with vehicle collision, Industrial areas,2
10.42.0.211-10.42.0.1-20641-53-17,40.1663037,-75.4202852,RIDGE PIKE & S GRANGE AVE;  LOWER PROVIDENCE; Station 322; 2022-12-11 @ 01:05:27;,19403,11-12-22 1:05,LOWER PROVIDENCE,RIDGE PIKE & S GRANGE AVE,Minor Injury,Medium,Vehicle with vehicle collision,  Recreational areas,0
10.42.0.42-121.12.98.63-52336-80-6,40.27503,-75.4298706,GRUBB RD & LARSON RD;  UPPER SALFORD; Station 331; 2022-12-11 @ 01:14:20;,19473,11-12-22 1:14,UPPER SALFORD,GRUBB RD & LARSON RD,Greviously Injured,High,Vehicle with vehicle collision,  Market areas,2
10.42.0.211-66.198.178.50-39227-80-6,40.1507107,-75.0552739,RED LION RD & RR CROSSING; LOWER MORELAND; 2022-12-11 @ 01:15:42;,,11-12-22 1:15,LOWER MORELAND,RED LION RD & RR CROSSING,Minor Injury,High,Vehicle with vehicle collision,Other,0
172.217.12.170-10.42.0.151-443-59730-6,40.0121546,-75.2995188,DREYCOTT LN & W LANCASTER AVE;  LOWER MERION; Station 313; 2022-12-11 @ 01:29:52;,19041,11-12-22 1:29,LOWER MERION,DREYCOTT LN & W LANCASTER AVE,Death,Medium,Vehicle with vehicle collision,Other,1
192.229.173.173-10.42.0.211-80-55300-6,40.1125844,-75.3297589,AIRY ST & TREMONT AVE;  NORRISTOWN; Station 308A; 2022-12-11 @ 02:00:40;,19401,11-12-22 2:00,NORRISTOWN,AIRY ST & TREMONT AVE,Minor Injury,High,Vehicle with vehicle collision, Industrial areas,0
10.42.0.211-10.42.0.1-20372-53-17,40.1185944,-75.1626529,PENN AVE & GARFIELD AVE;  ABINGTON; Station 383; 2022-12-11 @ 02:10:29;,19038,11-12-22 2:10,ABINGTON,PENN AVE & GARFIELD AVE,Death,Medium,Vehicle with vehicle collision,Other,1
202.77.129.150-10.42.0.42-80-39289-6,40.082481,-75.324636,RIVER RD & SWEDELAND RD; UPPER MERION; 2022-12-11 @ 02:26:33-Station:STA48;,19406,11-12-22 2:26,UPPER MERION,RIVER RD & SWEDELAND RD,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
10.42.0.151-72.21.206.140-33156-443-6,40.0025642,-75.2236498,CITY AVE & N 47TH ST; LOWER MERION; 2022-12-11 @ 02:34:58;,19004,11-12-22 2:34,LOWER MERION,CITY AVE & N 47TH ST,Minor Injury,High,Collision with pedestrians,Office areas,0
173.194.68.188-10.42.0.151-5228-36766-6,40.125582,-75.3205245,NORTH HILLS DR & JANEWAY DR;  NORRISTOWN; Station 308A; 2022-12-11 @ 03:02:34;,19401,11-12-22 3:02,NORRISTOWN,NORTH HILLS DR & JANEWAY DR,Minor Injury,High,Collision with roadside objects,Office areas,0
202.77.129.161-10.42.0.211-80-52114-6,40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2022-12-11 @ 03:09:08;,19046,11-12-22 3:09,ABINGTON,THE FAIRWAY  & RYDAL RD,Greviously Injured,Medium,Collision with roadside objects,Office areas,2
174.35.73.93-10.42.0.211-80-33894-6,40.183013,-75.535937,4TH AVE & SPRING ST;  ROYERSFORD; Station 325; 2022-12-11 @ 03:15:36;,19468,11-12-22 3:15,ROYERSFORD,4TH AVE & SPRING ST,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-47.93.77.90-38810-443-6,40.2349983,-75.2166077,WOODSTREAM WAY & CHERRYWOOD DR;  MONTGOMERY; Station 345A; 2022-12-11 @ 03:16:28;,19454,11-12-22 3:16,MONTGOMERY,WOODSTREAM WAY & CHERRYWOOD DR,Death,High,Vehicle with vehicle collision,Other,1
172.217.12.161-10.42.0.211-443-50922-6,40.04571,-75.298728,GREEN VALLEY RD & MT PLEASANT RD; LOWER MERION; 2022-12-11 @ 03:27:07-Station:STA24;,19010,11-12-22 3:27,LOWER MERION,GREEN VALLEY RD & MT PLEASANT RD,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.211-104.192.108.27-53802-80-6,40.1148759,-75.3403903,GREEN ST & E AIRY ST;  NORRISTOWN; Station 308A; 2022-12-11 @ 03:50:26;,19401,11-12-22 3:50,NORRISTOWN,GREEN ST & E AIRY ST,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.42-104.193.88.109-41640-80-6,40.0802937,-75.3060477,6TH AVE & WOOD ST;  CONSHOHOCKEN; Station 313A; 2022-12-11 @ 03:47:25;,19428,11-12-22 3:47,CONSHOHOCKEN,6TH AVE & WOOD ST,Greviously Injured,Medium,Vehicle with vehicle collision,Residential areas,2
10.42.0.211-23.21.51.186-40897-443-6,40.0794421,-75.3068746,WOOD ST & W 5TH AVE;  CONSHOHOCKEN; Station 313A; 2022-12-11 @ 03:47:25;,19428,11-12-22 3:47,CONSHOHOCKEN,WOOD ST & W 5TH AVE,Minor Injury,Medium,Collision with roadside objects, Church areas,0
10.42.0.151-10.42.0.1-5444-53-17,40.2641787,-75.656005,HARMONY DR & W HARMONY DR;  POTTSTOWN; Station 329; 2022-12-11 @ 03:59:09;,19464,11-12-22 3:59,POTTSTOWN,HARMONY DR & W HARMONY DR,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
202.102.68.102-10.42.0.151-80-54989-6,40.1142023,-75.3268041,NEW HOPE ST & CEDAR LN;  NORRISTOWN; Station 308A; 2022-12-11 @ 04:05:26;,19401,11-12-22 4:05,NORRISTOWN,NEW HOPE ST & CEDAR LN,Minor Injury,High,Vehicle with vehicle collision, Church areas,0
172.217.10.46-10.42.0.151-443-44475-6,40.0117673,-75.2946732,MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; Station 313; 2022-12-11 @ 04:11:35;,19041,11-12-22 4:11,LOWER MERION,MONTGOMERY AVE & WOODSIDE RD,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
10.42.0.211-23.206.166.62-45672-80-6,40.2905586,-75.2851444,SANDSTONE DR & NORTH PENN RD; HATFIELD TOWNSHIP; 2022-12-11 @ 04:19:56-Station:STA17;,19440,11-12-22 4:19,HATFIELD TOWNSHIP,SANDSTONE DR & NORTH PENN RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
172.217.12.142-10.42.0.151-443-51360-6,40.1466487,-75.2192771,CHURCH ST & S MAIN ST; AMBLER; 2022-12-11 @ 04:31:00-Station:STA7;,19002,11-12-22 4:31,AMBLER,CHURCH ST & S MAIN ST,Death,High,Vehicle with vehicle collision,School areas,1
216.58.219.225-10.42.0.211-443-56019-6,40.1355778,-75.2738513,SENTRY PKWY & WALTON RD; WHITPAIN; 2022-12-11 @ 04:38:11-Station:STA33;,19422,11-12-22 4:38,WHITPAIN,SENTRY PKWY & WALTON RD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
10.42.0.211-10.42.0.1-22390-53-17,40.4024419,-75.4994835,MAIN ST & FRONT ST; PENNSBURG; 2022-12-11 @ 04:36:27-Station:STA65;,18073,11-12-22 4:36,PENNSBURG,MAIN ST & FRONT ST,Death,High,Collision with pedestrians,Other,1
10.42.0.211-119.146.74.33-53735-443-6,40.1653934,-75.2829046,NORTHGATE BLVD & QUAKERTOWN RD; WHITPAIN; 2022-12-11 @ 05:19:35;,,11-12-22 5:19,WHITPAIN,NORTHGATE BLVD & QUAKERTOWN RD,Greviously Injured,High,Collision with pedestrians,Office areas,2
10.42.0.151-65.55.223.36-43477-40035-17,40.1489915,-75.260516,SKIPPACK PIKE & WALTON RD; WHITPAIN; 2022-12-11 @ 05:20:59;,19422,11-12-22 5:20,WHITPAIN,SKIPPACK PIKE & WALTON RD,Minor Injury,Medium,Collision with roadside objects,Other,0
10.42.0.211-23.194.140.226-43316-80-6,40.4014255,-75.4939718,RT663 & QUAKERTOWN AVE; UPPER HANOVER; 2022-12-11 @ 05:19:35;,18073,11-12-22 5:19,UPPER HANOVER,RT663 & QUAKERTOWN AVE,Minor Injury,High,Collision with pedestrians,Other,0
10.42.0.42-34.225.147.89-44684-443-6,40.3881677,-75.5059427,RT663; UPPER HANOVER; 2022-12-11 @ 05:27:49-Station:STA65;,18073,11-12-22 5:27,UPPER HANOVER,RT663,Death,Medium,Vehicle with vehicle collision,Office areas,1
10.42.0.211-122.225.81.61-40754-80-6,40.1498641,-75.3646526,EAGLE DR & BURNSIDE AVE; WEST NORRITON; 2022-12-11 @ 05:55:06-Station:STA46;,19403,11-12-22 5:55,WEST NORRITON,EAGLE DR & BURNSIDE AVE,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
172.217.11.46-10.42.0.151-443-36134-6,40.161709,-75.1959681,HONEY RUN RD & JEFFERSON RD;  UPPER DUBLIN; Station 351; 2022-12-11 @ 06:01:00;,19002,11-12-22 6:01,UPPER DUBLIN,HONEY RUN RD & JEFFERSON RD,Death,High,Vehicle with vehicle collision, Church areas,1
10.42.0.151-52.84.29.154-43891-443-6,40.2552707,-75.3407218,WOODS DR & DETWILER RD;  TOWAMENCIN; Station 345B; 2022-12-11 @ 06:05:42;,19446,11-12-22 6:05,TOWAMENCIN,WOODS DR & DETWILER RD,Minor Injury,High,Collision with roadside objects,Office areas,0
198.105.244.11-10.42.0.42-80-36999-6,40.3256048,-75.3249254,WASHINGTON AVE & E HAMLIN AVE;  TELFORD; Station 339; 2022-12-11 @ 06:16:36;,18969,11-12-22 6:16,TELFORD,WASHINGTON AVE & E HAMLIN AVE,Minor Injury,Medium,Collision with roadside objects,Office areas,0
183.79.248.124-10.42.0.151-443-44381-6,40.148858,-75.2328423,DETWEILER LN & BUTLER PIKE;  WHITEMARSH; Station 318; 2022-12-11 @ 06:19:42;,19002,11-12-22 6:19,WHITEMARSH,DETWEILER LN & BUTLER PIKE,Greviously Injured,High,Vehicle with vehicle collision,Other,2
10.42.0.151-10.42.0.1-37786-53-17,40.155827,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD; EAST NORRITON; 2022-12-11 @ 06:17:56;,19403,11-12-22 6:17,EAST NORRITON,GERMANTOWN PIKE & BRIDLE PATH RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.42-14.29.93.243-44826-80-6,40.1290496,-75.3288609,POWELL ST & E LOGAN ST;  NORRISTOWN; Station 308A; 2022-12-11 @ 06:23:57;,19401,11-12-22 6:23,NORRISTOWN,POWELL ST & E LOGAN ST,Death,Medium,Vehicle with vehicle collision,Residential areas,1
10.42.0.151-52.94.232.32-56136-443-6,40.1098472,-75.3937796,BEIDLER RD & SARATOGA RD;  UPPER MERION; Station 317; 2022-12-11 @ 06:27:29;,19406,11-12-22 6:27,UPPER MERION,BEIDLER RD & SARATOGA RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
172.217.3.110-10.42.0.151-443-55109-6,40.2763043,-75.5650236,SWAMP PIKE & SANATOGA RD; NEW HANOVER; 2022-12-11 @ 06:34:05;,19525,11-12-22 6:34,NEW HANOVER,SWAMP PIKE & SANATOGA RD,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.1-10.42.0.42-53-8784-17,40.3055837,-75.4903214,WESTVIEW DR & ASH WAY;  UPPER FREDERICK; Station 344A; 2022-12-11 @ 06:38:39;,18074,11-12-22 6:38,UPPER FREDERICK,WESTVIEW DR & ASH WAY,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
10.42.0.211-10.42.0.1-51348-53-17,40.2919414,-75.5420241,COLONIAL RD & HILDEBEIDEL RD;  UPPER FREDERICK; Station 331; 2022-12-11 @ 06:55:44;,18074,11-12-22 6:55,UPPER FREDERICK,COLONIAL RD & HILDEBEIDEL RD,Minor Injury,High,Vehicle with vehicle collision,School areas,0
174.35.73.111-10.42.0.211-80-36558-6,40.2431339,-75.6464342,SOUTH ST & S EVANS ST; POTTSTOWN; 2022-12-11 @ 07:04:00;,19464,11-12-22 7:04,POTTSTOWN,SOUTH ST & S EVANS ST,Greviously Injured,High,Vehicle with vehicle collision,Other,2
131.253.61.84-10.42.0.211-443-52043-6,40.0249667,-75.2829046,SCHUYLKILL EXPY & MILL CREEK RD UNDERPASS; LOWER MERION; 2022-12-11 @ 07:09:41;,,11-12-22 7:09,LOWER MERION,SCHUYLKILL EXPY & MILL CREEK RD UNDERPASS,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
172.217.3.106-10.42.0.211-443-49884-6,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2022-12-11 @ 07:17:26;,19403,11-12-22 7:17,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Greviously Injured,High,Collision with roadside objects, Church areas,2
10.42.0.151-65.55.118.92-38909-80-6,40.1497607,-75.4785811,EDGEHILL LN & HOLLOW RD; UPPER PROVIDENCE; 2022-12-11 @ 07:23:38;,19460,11-12-22 7:23,UPPER PROVIDENCE,EDGEHILL LN & HOLLOW RD,Minor Injury,High,Collision with roadside objects,Office areas,0
192.229.173.173-10.42.0.151-80-39772-6,40.2469315,-75.6439204,CHESTNUT ST & N FRANKLIN ST; POTTSTOWN; 2022-12-11 @ 07:26:10-Station:STA69;,19464,11-12-22 7:26,POTTSTOWN,CHESTNUT ST & N FRANKLIN ST,Death,Medium,Collision with pedestrians,Other,1
10.42.0.151-10.42.0.1-52412-53-17,40.0134468,-75.2361093,E LEVERING MILL RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2022-12-11 @ 07:29:58;,19004,11-12-22 7:29,LOWER MERION,E LEVERING MILL RD & CONSHOHOCKEN STATE RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
174.35.73.93-10.42.0.211-80-34045-6,40.079443,-75.331833,RENAISSANCE BLVD & SWEDELAND RD; UPPER MERION; 2022-12-11 @ 07:28:48;,19406,11-12-22 7:28,UPPER MERION,RENAISSANCE BLVD & SWEDELAND RD,Death,High,Vehicle with vehicle collision,Office areas,1
172.217.12.138-10.42.0.42-443-43887-6,40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2022-12-11 @ 07:31:07;,19046,11-12-22 7:31,ABINGTON,THE FAIRWAY  & RYDAL RD,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
172.217.8.3-10.42.0.42-443-33991-6,40.1313819,-75.3547959,JAMES ST & FOREST AVE; WEST NORRITON; 2022-12-11 @ 07:42:01;,19401,11-12-22 7:42,WEST NORRITON,JAMES ST & FOREST AVE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.211-116.211.111.239-47190-80-6,40.1527341,-75.2264827,BUTLER AVE & S CHESTNUT ST;  AMBLER; Station 351; 2022-12-11 @ 07:53:34;,19002,11-12-22 7:53,AMBLER,BUTLER AVE & S CHESTNUT ST,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
8.0.6.4-8.6.0.1-0-0-0,40.2566279,-75.2612699,LINE ST & COWPATH RD; HATFIELD TOWNSHIP; 2022-12-11 @ 07:58:37-Station:STA12;,19446,11-12-22 7:58,HATFIELD TOWNSHIP,LINE ST & COWPATH RD,Death,Medium,Vehicle with vehicle collision,Office areas,1
172.217.3.106-10.42.0.211-443-46336-6,40.1564481,-75.1220797,EASTON RD & ANDREA DR;  UPPER MORELAND; Station 381; 2022-12-11 @ 08:01:43;,19090,11-12-22 8:01,UPPER MORELAND,EASTON RD & ANDREA DR,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.211-121.12.98.63-47438-80-6,40.1211757,-75.1333613,SUSQUEHANNA RD & EASTON RD; ABINGTON; 2022-12-11 @ 08:04:24;,19001,11-12-22 8:04,ABINGTON,SUSQUEHANNA RD & EASTON RD,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.211-66.102.255.40-44824-443-6,40.1236821,-75.3254952,GLENN VALLEY DR & E ROBERTS ST;  NORRISTOWN; Station 308A; 2022-12-11 @ 08:06:51;,19401,11-12-22 8:06,NORRISTOWN,GLENN VALLEY DR & E ROBERTS ST,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
10.42.0.211-10.42.0.1-15853-53-17,40.2414952,-75.2837862,HANCOCK ST & RR CROSSING; LANSDALE; 2022-12-11 @ 08:06:28;,,11-12-22 8:06,LANSDALE,HANCOCK ST & RR CROSSING,Minor Injury,High,Collision with pedestrians,Other,0
202.77.129.161-10.42.0.42-80-36854-6,40.344816,-75.3623206,BARNDT RD & COWPATH RD; SALFORD; 2022-12-11 @ 08:11:35-Station:STA72;,18969,11-12-22 8:11,SALFORD,BARNDT RD & COWPATH RD,Greviously Injured,Medium,Collision with pedestrians,Residential areas,2
202.77.129.230-10.42.0.42-80-58574-6,40.0823492,-75.1613157,LIMEKILN PIKE & GREENWOOD AVE; CHELTENHAM; 2022-12-11 @ 08:12:11;,19095,11-12-22 8:12,CHELTENHAM,LIMEKILN PIKE & GREENWOOD AVE,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
172.217.7.227-10.42.0.151-443-40202-6,40.1848404,-75.1205124,CEDAR AVE & COTTAGE AVE; HORSHAM; 2022-12-11 @ 08:11:42;,19044,11-12-22 8:11,HORSHAM,CEDAR AVE & COTTAGE AVE,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-23.23.168.13-35513-443-6,40.129538,-75.3246363,E JOHNSON HWY & DEKALB PIKE; NORRISTOWN; 2022-12-11 @ 08:13:29;,19401,11-12-22 8:13,NORRISTOWN,E JOHNSON HWY & DEKALB PIKE,Minor Injury,High,Vehicle with vehicle collision,  Recreational areas,0
208.80.154.224-10.42.0.211-443-47826-6,40.1198332,-75.1253492,SUSQUEHANNA RD & TYSON AVE OVERPASS; ABINGTON; 2022-12-11 @ 08:04:24;,,11-12-22 8:04,ABINGTON,SUSQUEHANNA RD & TYSON AVE OVERPASS,Death,Medium,Vehicle with vehicle collision,Office areas,1
206.126.112.142-10.42.0.151-443-51027-6,40.2290075,-75.3878525,BROAD ST & S WAYNE AVE;  HATFIELD BORO; Station 345; 2022-12-11 @ 08:20:51;,,11-12-22 8:20,HATFIELD BORO,BROAD ST & S WAYNE AVE,Greviously Injured,High,Vehicle with vehicle collision, Industrial areas,2
172.217.12.142-10.42.0.151-443-45721-6,40.0850736,-75.3886248,GULPH RD & W DEKALB PIKE; UPPER MERION; 2022-12-11 @ 08:21:47-Station:STA47;,19406,11-12-22 8:21,UPPER MERION,GULPH RD & W DEKALB PIKE,Minor Injury,High,Vehicle with vehicle collision,Other,0
